"Año","Mes","Empresa","Circuito","Tipo Indicador","DPIR","FPI","FMIK","TTIK","FIM","FIP","FIT","DAI","FI","Abonados Por Circuito"
"2022","Diciembre ","ICE","COYOL-LLANOS","3","0.1","0.45","","","","","","","","110"
"2022","Diciembre ","ICE","COYOL-LLANOS","2","0.1","0.45","","","","","","","","110"
"2022","Diciembre ","ICE","COYOL-LLANOS","1","0.1","0.45","","","1","","","","1","110"
"2022","Diciembre ","ICE","TRAPICHE - ZENT","1","4.800000000000001","6.12","","","1","1","1","0.3","3","13811"
"2022","Diciembre ","ICE","TRAPICHE - SIQUIRRES 1","3","3.2200000000000006","1.8000000000000003","","","","1","","0.75","1","8928"
"2022","Diciembre ","ICE","TRAPICHE - SIQUIRRES 1","2","4.260000000000001","3.0100000000000002","","","","1","","0.75","1","8928"
"2022","Diciembre ","ICE","TRAPICHE - SIQUIRRES 1","1","4.61","6.01","","","","4","","1.1","4","8928"
"2022","Diciembre ","ICE","TRAPICHE - POCORA","3","0.53","0.34","","","","","","","","6541"
"2022","Diciembre ","ICE","TRAPICHE - POCORA","2","1.9399999999999997","0.9","","","","","","","","6541"
"2022","Diciembre ","ICE","TRAPICHE - POCORA","1","2.0599999999999996","1.9000000000000004","","","1","1","","0.1","2","6541"
"2022","Diciembre ","ICE","TRAPICHE - LA PISTA","3","0.69","1.6600000000000001","","","","1","1","0.32","2","810"
"2022","Diciembre ","ICE","TRAPICHE - LA PISTA","2","1.27","2.06","","","","1","1","0.32","2","810"
"2022","Diciembre ","ICE","TRAPICHE - LA PISTA","1","1.27","2.06","","","6","1","1","0.32","8","810"
"2022","Diciembre ","ICE","SANTA RITA-NOSARA","3","0.83","0.93","","","","","1","","1","6577"
"2022","Diciembre ","ICE","SANTA RITA-NOSARA","2","21.94","5.6000000000000005","","","","","1","","1","6577"
"2022","Diciembre ","ICE","SANTA RITA-NOSARA","1","22.150000000000002","7.510000000000001","","","3","1","1","0.12","5","6577"
"2022","Diciembre ","ICE","SANTA RITA-COBANO","3","2.76","2.25","","","","","1","","1","2354"
"2022","Diciembre ","ICE","SANTA RITA-COBANO","2","8.21","4.220000000000001","","","","","1","","1","2354"
"2022","Diciembre ","ICE","SANTA RITA-COBANO","1","8.33","5.22","","","2","1","1","0.12","4","2354"
"2022","Diciembre ","ICE","SAN ISIDRO-URBANO","3","0.11","0.07","","","","","","","","11910"
"2022","Diciembre ","ICE","SAN ISIDRO-URBANO","2","0.14","0.12","","","","","","","","11910"
"2022","Diciembre ","ICE","SAN ISIDRO-URBANO","1","0.14","0.12","","","1","","","","1","11910"
"2022","Diciembre ","ICE","SAN ISIDRO-QUEPOS","3","4.07","2.57","","","","","","","","11397"
"2022","Diciembre ","ICE","SAN ISIDRO-QUEPOS","2","10.98","6.930000000000001","","","","","","","","11397"
"2022","Diciembre ","ICE","SAN ISIDRO-QUEPOS","1","10.98","6.930000000000001","","","1","","","","1","11397"
"2022","Diciembre ","ICE","SAN ISIDRO-PEJIBAYE","3","4.76","4.15","","","","2","","0.83","2","12395"
"2022","Diciembre ","ICE","SAN ISIDRO-PEJIBAYE","2","7.920000000000001","7.11","","","","2","","3.25","2","12395"
"2022","Diciembre ","ICE","SAN ISIDRO-PEJIBAYE","1","7.920000000000001","7.11","","","1","2","","3.25","3","12395"
"2022","Diciembre ","ICE","SAN ISIDRO-INDUSTRIAS","3","0.8700000000000001","0.7499999999999999","","","","","","","","5748"
"2022","Diciembre ","ICE","SAN ISIDRO-INDUSTRIAS","2","1.45","2.02","","","","1","","0.3","1","5748"
"2022","Diciembre ","ICE","TRAPICHE - ZENT","2","4.800000000000001","6.12","","","","1","1","0.3","2","13811"
"2022","Diciembre ","ICE","TRAPICHE - ZENT","3","1.34","1.64","","","","","1","","1","13811"
"2022","Diciembre ","ICE","TORO - LOS ANGELES","1","7.5600000000000005","1.07","","","","","","","","203"
"2022","Diciembre ","ICE","TORO - LOS ANGELES","2","7.5600000000000005","1.07","","","","","","","","203"
"2022","Diciembre ","ICE","COYOL-LOS CEIBOS","3","","","","","","","","","","69"
"2022","Diciembre ","ICE","COYOL-LOS CEIBOS","2","","","","","","","","","","69"
"2022","Diciembre ","ICE","COYOL-LOS CEIBOS","1","","","","","","","","","","69"
"2022","Diciembre ","ICE","COYOL-RECOPE","3","0.94","0.5","","","","","","","","2"
"2022","Diciembre ","ICE","COYOL-RECOPE","2","0.94","0.5","","","","","","","","2"
"2022","Diciembre ","ICE","COYOL-RECOPE","1","0.94","0.5","","","","","","","","2"
"2022","Diciembre ","ICE","COYOL-PROPARK","3","","","","","","","","","","44"
"2022","Diciembre ","ICE","COYOL-PROPARK","2","","","","","","","","","","44"
"2022","Diciembre ","ICE","COYOL-PROPARK","1","","","","","","","","","","44"
"2022","Diciembre ","ICE","COYOL-MULTITENANT","3","","","","","","","","","","94"
"2022","Diciembre ","ICE","COYOL-MULTITENANT","2","","","","","","","","","","94"
"2022","Diciembre ","ICE","COYOL-MULTITENANT","1","","","","","","","","","","94"
"2022","Diciembre ","ICE","TURRIALBA-VOLCAN","3","3.85","0.96","","","","","","","","4894"
"2022","Diciembre ","ICE","SAN ISIDRO-BUENOS AIRES VIEJO","3","1.1700000000000002","1.1900000000000002","","","","","","","","11997"
"2022","Diciembre ","ICE","TURRIALBA-VOLCAN","2","4.76","1.86","","","","","","","","4894"
"2022","Diciembre ","ICE","TURRIALBA-RECOPE","3","0.25","0.09999999999999999","","","","","","","","5654"
"2022","Diciembre ","ICE","TURRIALBA-RECOPE","2","0.81","1.36","","","","1","","0.25","1","5654"
"2022","Diciembre ","ICE","TURRIALBA-RECOPE","1","0.81","1.36","","","1","1","","0.25","2","5654"
"2022","Diciembre ","ICE","TURRIALBA-GRANO DE ORO","3","5.06","2.74","","","","1","","0.48","1","5598"
"2022","Diciembre ","ICE","TURRIALBA-GRANO DE ORO","2","16.83","4.21","","","","2","","2.35","2","5598"
"2022","Diciembre ","ICE","TURRIALBA-GRANO DE ORO","1","16.83","4.21","","","1","2","","2.35","3","5598"
"2022","Diciembre ","ICE","TURRIALBA-AZUL","3","0.6400000000000001","0.18000000000000002","","","","","","","","4772"
"2022","Diciembre ","ICE","TURRIALBA-AZUL","2","0.86","0.36","","","","","","","","4772"
"2022","Diciembre ","ICE","TURRIALBA-AZUL","1","1.33","3.3600000000000003","","","","3","","0.47","3","4772"
"2022","Diciembre ","ICE","TORO-LAGUNA","3","4.09","1.09","","","","","","","","61"
"2022","Diciembre ","ICE","TORO-LAGUNA","2","9.13","2.16","","","","1","","4.87","1","61"
"2022","Diciembre ","ICE","TORO-LAGUNA","1","9.13","2.16","","","","1","","4.87","1","61"
"2022","Diciembre ","ICE","TORO - LOS ANGELES","3","7.12","0.98","","","","","","","","203"
"2022","Diciembre ","ICE","TURRIALBA-VOLCAN","1","4.76","1.86","","","1","","","","1","4894"
"2022","Diciembre ","CNFL"," COLIMA-GUADALUPE 1","2","0.64","0.18","0.24","0.62","","","2","","2","2560"
"2022","Diciembre ","CNFL"," COLIMA-GUADALUPE 2","1","4.8","5.55","4.57","3.4","","4","3","2.22","7","4949"
"2022","Diciembre ","CNFL"," HEREDIA-BARREAL","1","3.12","8.76","9.13","3.15","","7","10","1.19","17","10540"
"2022","Diciembre ","CNFL"," GUADALUPE-SANTA TERESITA","3","1.13","3.25","3.25","1.05","2","3","4","0.93","9","2444"
"2022","Diciembre ","CNFL"," GUADALUPE-SANTA TERESITA","2","1.33","3.3","3.33","1.29","2","3","4","0.93","9","2444"
"2022","Diciembre ","CNFL"," GUADALUPE-SANTA TERESITA","1","1.33","3.3","3.33","1.29","2","3","4","0.93","9","2444"
"2022","Diciembre ","CNFL"," GUADALUPE-SAN VICENTE","3","0.52","2.11","2.2","0.55","","2","4","0.23","6","228"
"2022","Diciembre ","CNFL"," GUADALUPE-SAN VICENTE","2","0.52","2.11","2.2","0.55","","2","4","0.23","6","228"
"2022","Diciembre ","CNFL"," GUADALUPE-SAN VICENTE","1","0.52","2.11","2.2","0.55","","2","4","0.23","6","228"
"2022","Diciembre ","CNFL"," GUADALUPE-SAN JOSE","3","1.2","2.06","2.04","1.19","5","2","6","1.13","13","2466"
"2022","Diciembre ","CNFL"," GUADALUPE-SAN JOSE","2","3.68","5.44","5.49","4.34","5","5","6","3.05","16","2466"
"2022","Diciembre ","CNFL"," GUADALUPE-SAN JOSE","1","3.68","5.44","5.49","4.34","5","5","6","3.05","16","2466"
"2022","Diciembre ","CNFL"," GUADALUPE-CENTRAL","3","0.4","3.02","3.01","0.45","1","3","4","0.38","8","3435"
"2022","Diciembre ","CNFL"," GUADALUPE-CENTRAL","2","0.44","3.06","3.04","0.49","1","3","4","0.38","8","3435"
"2022","Diciembre ","CNFL"," GUADALUPE-CENTRAL","1","0.44","3.06","3.04","0.49","1","3","4","0.38","8","3435"
"2022","Diciembre ","CNFL"," ESTE-TRES RIOS","3","1.86","1.86","1.89","1.77","12","","1","","13","10453"
"2022","Diciembre ","CNFL"," ESTE-TRES RIOS","2","3.59","3.75","3.85","3.48","13","","2","","15","10453"
"2022","Diciembre ","CNFL"," ESTE-TRES RIOS","1","3.83","4.67","4.85","3.73","13","1","2","0.25","16","10453"
"2022","Diciembre ","CNFL"," ESTE-SAN DIEGO","3","1.08","1.04","0.95","0.7","","","","","","14729"
"2022","Diciembre ","CNFL"," ESTE-SAN DIEGO","2","3.04","1.76","1.45","1.99","","","","","","14729"
"2022","Diciembre ","CNFL"," ESTE-SAN DIEGO","1","3.04","1.76","1.45","1.99","","","1","","1","14729"
"2022","Diciembre ","CNFL"," ESTE-PINARES","3","1","0.95","0.88","0.84","","","4","","4","4651"
"2022","Diciembre ","CNFL"," ESTE-PINARES","2","1.39","1.12","1.23","2.1","","","5","","5","4651"
"2022","Diciembre ","CNFL"," ESTE-PINARES","1","1.39","1.12","1.23","2.1","","","5","","5","4651"
"2022","Diciembre ","CNFL"," ESTE-CONCEPCION","3","1.2","0.44","0.46","1.32","4","","","","4","12034"
"2022","Diciembre ","CNFL"," ESTE-CONCEPCION","2","2.68","1.01","0.97","2.91","7","","","","7","12034"
"2022","Diciembre ","CNFL"," ESTE-CONCEPCION","1","2.68","1.01","0.97","2.91","7","","","","7","12034"
"2022","Diciembre ","CNFL"," ESCAZU-SANTA ANA SUR","3","1.08","2.73","2.29","1.25","","1","6","0.15","7","5491"
"2022","Diciembre ","CNFL"," ESCAZU-SANTA ANA SUR","2","2.55","3.03","2.65","4.39","1","1","7","0.15","9","5491"
"2022","Diciembre ","CNFL"," HEREDIA-BARREAL","2","3.12","8.76","9.13","3.15","","7","10","1.14","17","10540"
"2022","Diciembre ","CNFL"," ESCAZU-SANTA ANA SUR","1","2.55","3.03","2.65","4.39","1","1","7","0.15","9","5491"
"2022","Diciembre ","CNFL"," HEREDIA-BARREAL","3","2.14","7.38","7.58","2.2","","6","10","1.01","16","10540"
"2022","Diciembre ","CNFL"," HEREDIA-LOS LAGOS","2","4.46","6.83","5.96","4.77","10","1","2","0.23","13","2646"
"2022","Diciembre ","CNFL"," PRIMER AMOR-VALENCIA","2","1.2","1.34","1.59","1.73","","1","2","0.73","3","26"
"2022","Diciembre ","CNFL"," PRIMER AMOR-VALENCIA","1","1.2","1.34","1.59","1.73","","1","2","0.73","3","26"
"2022","Diciembre ","CNFL"," PRIMER AMOR-ROHRMOSER","3","0.32","1.01","1.01","0.3","2","1","1","0.3","4","2397"
"2022","Diciembre ","CNFL"," PRIMER AMOR-ROHRMOSER","2","1.68","3.08","3.07","1.61","3","3","2","1.45","8","2397"
"2022","Diciembre ","CNFL"," PRIMER AMOR-ROHRMOSER","1","1.68","3.08","3.07","1.61","3","3","2","1.45","8","2397"
"2022","Diciembre ","CNFL"," PORROSATI-SANTA BARBARA","3","1.41","1.28","1.45","1.78","6","1","6","0.38","13","17095"
"2022","Diciembre ","CNFL"," PORROSATI-SANTA BARBARA","2","4.92","3.24","3.58","5.84","6","1","8","0.38","15","17095"
"2022","Diciembre ","CNFL"," PORROSATI-SANTA BARBARA","1","4.92","3.24","3.58","5.84","6","1","8","0.38","15","17095"
"2022","Diciembre ","CNFL"," PORROSATI-SAN LORENZO","3","2.5","1.69","1.63","2.3","5","1","7","0.38","13","9148"
"2022","Diciembre ","CNFL"," PORROSATI-SAN LORENZO","2","3.39","2.06","1.97","3","6","1","8","0.38","15","9148"
"2022","Diciembre ","CNFL"," PORROSATI-SAN LORENZO","1","3.39","2.06","1.97","3","6","1","8","0.38","15","9148"
"2022","Diciembre ","CNFL"," LINDORA-RADIAL","3","0.2","1.01","1.02","0.21","4","1","","0.13","5","3075"
"2022","Diciembre ","CNFL"," LINDORA-RADIAL","2","0.59","1.12","1.14","0.49","4","1","","0.13","5","3075"
"2022","Diciembre ","CNFL"," LINDORA-RADIAL","1","0.6","1.12","1.14","0.51","4","1","","0.13","5","3075"
"2022","Diciembre ","CNFL"," LINDORA-OJO DE AGUA","3","0.73","0.12","0.07","0.27","8","","","","8","5874"
"2022","Diciembre ","CNFL"," LINDORA-OJO DE AGUA","2","2.22","2.11","1.58","1.47","9","1","","0.65","10","5874"
"2022","Diciembre ","CNFL"," LINDORA-OJO DE AGUA","1","2.22","2.11","1.58","1.47","9","1","","0.65","10","5874"
"2022","Diciembre ","CNFL"," LINDORA-HONDURA","3","0.13","0.94","0.89","0.12","","","","","","403"
"2022","Diciembre ","CNFL"," LINDORA-HONDURA","2","0.15","0.96","0.9","0.12","","","","","","403"
"2022","Diciembre ","CNFL"," LINDORA-HONDURA","1","0.15","0.96","0.9","0.12","","","","","","403"
"2022","Diciembre ","CNFL"," LINDORA-GUACIMA","3","1.76","1.81","1.34","1.58","1","","","","1","10679"
"2022","Diciembre ","CNFL"," LINDORA-GUACIMA","2","7.97","6","4.51","6.2","1","","","","1","10679"
"2022","Diciembre ","CNFL"," LINDORA-GUACIMA","1","7.97","6","4.51","6.2","1","","","","1","10679"
"2022","Diciembre ","CNFL"," LINDORA-BRASIL","3","2.31","3.19","3.09","1.02","","3","6","0.47","9","906"
"2022","Diciembre ","CNFL"," LINDORA-BRASIL","2","2.78","4.22","4.11","1.36","","4","7","0.77","11","906"
"2022","Diciembre ","CNFL"," LINDORA-BRASIL","1","2.78","4.22","4.11","1.36","","4","7","0.77","11","906"
"2022","Diciembre ","CNFL"," HEREDIA-LOS LAGOS","3","0.98","2.71","2","0.81","9","","","","9","2646"
"2022","Diciembre ","CNFL"," HEREDIA-LOS LAGOS","1","4.46","6.83","5.96","4.77","10","1","2","0.28","13","2646"
"2022","Diciembre ","CNFL"," ESCAZU-SANTA ANA NORTE","3","0.77","2.94","2.97","0.72","","","13","","13","8421"
"2022","Diciembre ","CNFL"," ESCAZU-SANTA ANA NORTE","2","2.1","4.21","4.27","2.18","","","17","","17","8421"
"2022","Diciembre ","CNFL"," ESCAZU-SANTA ANA NORTE","1","2.1","4.21","4.27","2.18","","","17","","17","8421"
"2022","Diciembre ","CNFL"," DESAMPARADOS-RÍO AZUL","1","2.74","2.19","2.33","3.32","1","1","2","0.33","4","6156"
"2022","Diciembre ","CNFL"," DESAMPARADOS-PORVENIR","3","1.91","1.15","1.24","1.98","4","1","1","0.9","6","1851"
"2022","Diciembre ","CNFL"," DESAMPARADOS-PORVENIR","2","4.28","5.31","5.5","4.98","5","5","1","2.88","11","1851"
"2022","Diciembre ","CNFL"," DESAMPARADOS-PORVENIR","1","4.28","5.31","5.5","4.98","5","5","1","2.88","11","1851"
"2022","Diciembre ","CNFL"," DESAMPARADOS-CALLE FALLAS","3","3.92","2.61","2.45","3.42","","2","8","2.22","10","11322"
"2022","Diciembre ","CNFL"," DESAMPARADOS-CALLE FALLAS","2","6.85","5.18","4.83","5.66","","4","9","3.27","13","11322"
"2022","Diciembre ","CNFL"," DESAMPARADOS-CALLE FALLAS","1","6.85","5.18","4.83","5.66","","4","9","3.27","13","11322"
"2022","Diciembre ","CNFL"," DESAMPARADOS-CENTRAL","3","0.78","0.52","0.37","0.56","2","","","","2","2562"
"2022","Diciembre ","CNFL"," DESAMPARADOS-CENTRAL","2","0.87","0.58","0.51","0.76","2","","","","2","2562"
"2022","Diciembre ","CNFL"," DESAMPARADOS-CENTRAL","1","0.87","0.58","0.51","0.76","2","","","","2","2562"
"2022","Diciembre ","CNFL"," CURRIDABAT-CENTRAL","3","1.4","1.59","1.73","0.93","1","1","4","0.13","6","6130"
"2022","Diciembre ","CNFL"," CURRIDABAT-CENTRAL","2","2.13","1.87","2","1.67","2","1","5","0.13","8","6130"
"2022","Diciembre ","CNFL"," CURRIDABAT-CENTRAL","1","2.13","1.87","2","1.67","2","1","5","0.13","8","6130"
"2022","Diciembre ","CNFL"," COLIMA-URUCA","3","","","","","","","","","","4"
"2022","Diciembre ","CNFL"," COLIMA-URUCA","2","0.5","1","1","0.5","","1","","0.5","1","4"
"2022","Diciembre ","CNFL"," COLIMA-URUCA","1","0.5","1","1","0.5","","1","","0.5","1","4"
"2022","Diciembre ","CNFL"," COLIMA-TIBAS","3","0.44","2.02","2.03","0.44","3","2","1","0.39","6","17522"
"2022","Diciembre ","CNFL"," COLIMA-TIBAS","2","0.74","2.15","2.12","0.65","3","2","1","0.39","6","17522"
"2022","Diciembre ","CNFL"," COLIMA-TIBAS","1","0.74","2.15","2.12","0.65","3","2","1","0.39","6","17522"
"2022","Diciembre ","CNFL"," COLIMA-PRIMER AMOR","3","0.57","0.97","0.49","0.39","","","","","","3163"
"2022","Diciembre ","CNFL"," COLIMA-PRIMER AMOR","2","5.91","3.48","2.57","5.23","","","","","","3163"
"2022","Diciembre ","CNFL"," COLIMA-PRIMER AMOR","1","5.91","3.48","2.57","5.23","","","","","","3163"
"2022","Diciembre ","CNFL"," COLIMA-PIUSES","3","","","","","","","","","","5281"
"2022","Diciembre ","CNFL"," COLIMA-PIUSES","2","0.06","0.04","0.02","0.03","","","","","","5281"
"2022","Diciembre ","CNFL"," COLIMA-PIUSES","1","0.06","0.04","0.02","0.03","","","","","","5281"
"2022","Diciembre ","CNFL"," COLIMA-GUADALUPE 2","3","3.5","4.76","4.38","2.97","","4","3","2.22","7","4949"
"2022","Diciembre ","CNFL"," COLIMA-GUADALUPE 2","2","4.8","5.55","4.57","3.4","","4","3","2.22","7","4949"
"2022","Diciembre ","CNFL"," DESAMPARADOS-RÍO AZUL","2","2.74","2.19","2.33","3.32","1","1","2","0.33","4","6156"
"2022","Diciembre ","CNFL"," DESAMPARADOS-RÍO AZUL","3","1.12","0.77","0.71","1.1","1","","2","","3","6156"
"2022","Diciembre ","CNFL"," DESAMPARADOS-SAN ANTONIO","1","1.61","1.04","0.62","0.89","6","","1","","7","12855"
"2022","Diciembre ","CNFL"," DESAMPARADOS-SAN ANTONIO","2","1.61","1.04","0.62","0.89","6","","1","","7","12855"
"2022","Diciembre ","CNFL"," ESCAZU-MULTIPLAZA","3","2.87","1.6","0.89","1.49","","","4","","4","1648"
"2022","Diciembre ","CNFL"," ESCAZU-MULTIPLAZA","2","2.97","1.64","0.91","1.53","","","4","","4","1648"
"2022","Diciembre ","CNFL"," ESCAZU-MULTIPLAZA","1","2.97","1.64","0.91","1.53","","","4","","4","1648"
"2022","Diciembre ","CNFL"," ESCAZU-LAURELES","3","1.7","5.24","5.12","1.23","","5","2","0.95","7","5229"
"2022","Diciembre ","CNFL"," ESCAZU-LAURELES","2","2.13","6.92","6.81","1.64","","6","2","1.11","8","5229"
"2022","Diciembre ","CNFL"," ESCAZU-LAURELES","1","2.13","6.92","6.81","1.64","","6","2","1.11","8","5229"
"2022","Diciembre ","CNFL"," ESCAZU-JABONCILLOS","3","2.74","3.18","3.25","2.12","3","1","12","0.15","16","11016"
"2022","Diciembre ","CNFL"," ESCAZU-JABONCILLOS","2","5.26","5.01","5.14","4.29","3","2","13","0.37","18","11016"
"2022","Diciembre ","CNFL"," ESCAZU-JABONCILLOS","1","5.26","5.01","5.14","4.29","3","2","13","0.4","18","11016"
"2022","Diciembre ","CNFL"," ESCAZU-GUACHIPELIN","3","4.95","3.48","3.05","4.47","","1","5","2.23","6","4715"
"2022","Diciembre ","CNFL"," ESCAZU-GUACHIPELIN","2","7.9","5.13","4.74","7.15","","2","6","3.88","8","4715"
"2022","Diciembre ","CNFL"," ESCAZU-GUACHIPELIN","1","7.9","5.13","4.74","7.15","","2","6","3.88","8","4715"
"2022","Diciembre ","CNFL"," ELECTRIONA-SCOTT","3","4.77","2.31","2.32","3.84","6","2","","2.53","8","1249"
"2022","Diciembre ","CNFL"," COLIMA-GUADALUPE 1","3","0.57","0.15","0.11","0.41","","","1","","1","2560"
"2022","Diciembre ","CNFL"," ELECTRIONA-SCOTT","2","6.21","3.39","3.45","5.26","7","3","","3.77","10","1249"
"2022","Diciembre ","CNFL"," ELECTRIONA-POTRERILLOS","3","0.58","1.18","1.11","0.33","","1","","0.1","1","6425"
"2022","Diciembre ","CNFL"," ELECTRIONA-POTRERILLOS","2","1.76","1.5","1.3","1.06","","1","","0.1","1","6425"
"2022","Diciembre ","CNFL"," ELECTRIONA-POTRERILLOS","1","1.76","1.5","1.3","1.06","","1","","0.1","1","6425"
"2022","Diciembre ","CNFL"," ELECTRIONA-MONTANA","3","2.9","2.26","2.14","2.69","","2","6","2.35","8","825"
"2022","Diciembre ","CNFL"," ELECTRIONA-MONTANA","2","12.74","6.56","6.27","12.35","","6","9","11.79","15","825"
"2022","Diciembre ","CNFL"," ELECTRIONA-MONTANA","1","12.74","6.56","6.27","12.35","","6","9","11.79","15","825"
"2022","Diciembre ","CNFL"," DESAMPARADOS-TIRIBI","3","2.91","4.99","4.78","2.8","","4","1","2.56","5","2483"
"2022","Diciembre ","CNFL"," DESAMPARADOS-TIRIBI","2","4.29","7.99","7.78","4.18","","7","2","3.93","9","2483"
"2022","Diciembre ","CNFL"," DESAMPARADOS-TIRIBI","1","4.29","7.99","7.78","4.18","","7","2","3.93","9","2483"
"2022","Diciembre ","CNFL"," DESAMPARADOS-SANTA MARTA","3","2.81","2.45","3.41","4.25","10","","2","","12","13966"
"2022","Diciembre ","CNFL"," DESAMPARADOS-SANTA MARTA","2","6.21","5.89","7.65","8.15","13","1","3","0.12","17","13966"
"2022","Diciembre ","CNFL"," DESAMPARADOS-SANTA MARTA","1","6.42","6.99","8.7","8.34","13","3","4","0.47","20","13966"
"2022","Diciembre ","CNFL"," DESAMPARADOS-SAN ANTONIO","3","0.31","0.17","0.13","0.29","6","","","","6","12855"
"2022","Diciembre ","CNFL"," ELECTRIONA-SCOTT","1","6.21","3.39","3.45","5.26","7","3","","3.77","10","1249"
"2022","Diciembre ","CNFL"," PRIMER AMOR-VALENCIA","3","0.38","0.22","0.59","1","","","1","","1","26"
"2022","Diciembre ","CNFL"," BRASIL-FORUM","2","4.82","5.59","5.66","4.87","6","5","7","0.62","18","1154"
"2022","Diciembre ","CNFL"," BRASIL-FORUM","1","4.82","5.59","5.66","4.87","6","5","7","0.62","18","1154"
"2022","Diciembre ","CNFL"," BRASIL-CIUDAD COLON","3","2.97","6.21","6.55","4.45","11","4","4","0.48","19","8470"
"2022","Diciembre ","CNFL"," BRASIL-CIUDAD COLON","2","9.36","12.14","11.71","9.48","11","7","6","1.06","24","8470"
"2022","Diciembre ","CNFL"," BRASIL-CIUDAD COLON","1","9.36","12.14","11.71","9.48","11","7","6","1.13","24","8470"
"2022","Diciembre ","CNFL"," BELEN-SUBTERRANEO 1","3","","","","","","","","","","2"
"2022","Diciembre ","CNFL"," BELEN-SUBTERRANEO 1","2","","","","","","","","","","2"
"2022","Diciembre ","CNFL"," BELEN-SUBTERRANEO 1","1","","","","","","","","","","2"
"2022","Diciembre ","CNFL"," BELEN-SAN JUAN","3","0.8","1.27","1.14","0.6","1","1","2","0.4","4","775"
"2022","Diciembre ","CNFL"," BELEN-SAN JUAN","2","3.75","3.1","2.59","2.88","1","2","2","1.9","5","775"
"2022","Diciembre ","CNFL"," BELEN-SAN JUAN","1","3.75","3.1","2.59","2.88","1","2","2","1.9","5","775"
"2022","Diciembre ","CNFL"," BELEN-FABRICAS","3","0.12","0.05","0.23","0.51","","","2","","2","55"
"2022","Diciembre ","CNFL"," BELEN-FABRICAS","2","1.9","1.14","1.46","3.01","","1","3","1.48","4","55"
"2022","Diciembre ","CNFL"," BELEN-FABRICAS","1","1.9","1.14","1.46","3.01","","1","3","1.48","4","55"
"2022","Diciembre ","CNFL"," BELEN-ASUNCION","3","","","","","","","","","",""
"2022","Diciembre ","CNFL"," BELEN-ASUNCION","2","","","","","","","","","",""
"2022","Diciembre ","CNFL"," BELEN-ASUNCION","1","","","","","","","","","",""
"2022","Diciembre ","CNFL"," BARVA-CIPRESAL","3","0.79","0.96","1.4","1.18","5","","7","","12","3708"
"2022","Diciembre ","CNFL"," BARVA-CIPRESAL","2","1.55","1.12","2.58","3.58","7","","7","","14","3708"
"2022","Diciembre ","CNFL"," BARVA-CIPRESAL","1","3.7","3.22","2.58","3.58","7","","7","","14","3708"
"2022","Diciembre ","CNFL"," ANONOS-SABANA","3","0.81","0.21","0.08","0.28","1","","1","","2","2892"
"2022","Diciembre ","CNFL"," ANONOS-SABANA","2","0.91","0.28","0.14","0.37","1","","1","","2","2892"
"2022","Diciembre ","CNFL"," ANONOS-SABANA","1","0.91","0.28","0.14","0.37","1","","1","","2","2892"
"2022","Diciembre ","CNFL"," ANONOS-MATA REDONDA","3","0.28","0.06","","0.06","1","","1","","2","1826"
"2022","Diciembre ","CNFL"," ANONOS-MATA REDONDA","2","1.06","1.22","1.17","0.85","1","1","1","0.55","3","1826"
"2022","Diciembre ","CNFL"," ANONOS-MATA REDONDA","1","1.06","1.22","1.17","0.85","1","1","1","0.55","3","1826"
"2022","Diciembre ","CNFL"," ANONOS-LINDA VISTA","3","","","","","","","","","",""
"2022","Diciembre ","CNFL"," BRASIL-FORUM","3","4.27","4.6","4.66","4.69","5","4","4","0.47","13","1154"
"2022","Diciembre ","CNFL"," ANONOS-LINDA VISTA","2","","","","","","","","","",""
"2022","Diciembre ","CNFL"," BRASIL-REFORMA","1","3.92","9.25","10.06","6.79","19","9","7","2.84","35","5329"
"2022","Diciembre ","CNFL"," BRASIL-REFORMA","3","1.59","6.16","6.81","4.04","18","6","5","0.69","29","5329"
"2022","Diciembre ","CNFL"," COLIMA-CALLE BLANCOS","3","","","","","","","","","",""
"2022","Diciembre ","CNFL"," COLIMA-CALLE BLANCOS","2","","","","","","","","","",""
"2022","Diciembre ","CNFL"," COLIMA-CALLE BLANCOS","1","","","","","","","","","",""
"2022","Diciembre ","CNFL"," COLIMA-BARRIO DENT","3","0.87","0.85","0.91","0.71","","","1","","1","2989"
"2022","Diciembre ","CNFL"," COLIMA-BARRIO DENT","2","1.5","2.36","2.7","1.66","","1","3","0.12","4","2989"
"2022","Diciembre ","CNFL"," COLIMA-BARRIO DENT","1","1.5","2.36","2.7","1.66","","1","3","0.12","4","2989"
"2022","Diciembre ","CNFL"," CAJA-PAVAS","3","0.16","0.06","0.08","0.22","2","","1","","3","13634"
"2022","Diciembre ","CNFL"," CAJA-PAVAS","2","6.17","1.81","1.42","3.18","2","1","4","0.27","7","13634"
"2022","Diciembre ","CNFL"," CAJA-PAVAS","1","6.17","1.81","1.42","3.18","2","1","4","0.27","7","13634"
"2022","Diciembre ","CNFL"," CAJA-LOMAS","3","0.32","0.06","0.01","0.06","1","","","","1","446"
"2022","Diciembre ","CNFL"," CAJA-LOMAS","2","0.6","1.09","1.22","1.6","1","1","","0.27","2","446"
"2022","Diciembre ","CNFL"," CAJA-LOMAS","1","0.6","1.09","1.22","1.6","1","1","","0.27","2","446"
"2022","Diciembre ","CNFL"," CAJA-INDUSTRIAS","3","1.92","3.58","3.12","0.66","1","3","","0.33","4","2153"
